,Source,Destination,Starting At,Reaching At,Total Distance,Direction,Drive for_miles,Reach at,Street/Highway,Description,Delay_min,type of incident,Incident Latitude,incident Logintude
83,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,"I-95 George Washington Bridge Lower Level N/B: left lane closed at Exits 1C-D,1D-C-B",0.0,Construction,40.844788,-73.925468
84,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,"I-95 George Washington Bridge Lower Level S/B: left lane closed at Exits 2,3",0.0,Construction,40.845737,-73.931702
85,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Creston Ave: road closed intermittently from 180th St to Burnside Ave,0.0,Construction,40.852852,-73.904739
86,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Morris Ave: road closed intermittently from Cameron Pl to 182nd St,0.0,Construction,40.856731,-73.902779
87,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Shore Rd: one lane closed from Pelham Pkwy to City Island Rd,0.0,Construction,40.864651,-73.813782
88,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Barnes Ave: road closed intermittently from Chestnut St to Oak Dr,0.0,Construction,40.872181,-73.863182
89,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,203rd St: road closed intermittently from Grand Concourse to Valentine Ave,0.0,Construction,40.873589,-73.885063
90,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,238th St: road closed intermittently from Cannon Pl to Sedgwick Ave,0.0,Construction,40.881821,-73.8964
91,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Fulton Ave: intermittent lane closures between Secor Ln and Edison Ave,0.0,Construction,40.894588,-73.823677
92,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-495 W/B: emergency repairs between Exit 72 NY-25 and Exit 71 NY-24 Edwards Ave,0.0,Accident,40.902813,-72.741013
93,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-495 W/B: emergency repairs between Exit 72 NY-25 and Exit 71 NY-24 Edwards Ave,0.0,Accident,40.902813,-72.741013
94,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Wilson Pl: road closed from Stevens Avenue to 1st St,0.0,Construction,40.91114,-73.838928
95,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Riverdale Avenue S/B: long-term construction between Main St and Riverdale Ave,0.0,Construction,40.932091,-73.900284
96,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-287 Cross Westchester Expy E/B: left lane closed at Exit 10 NY-120 Westchester Ave,0.0,Construction,41.011929,-73.702141
97,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,NY-9A N/B: intermittent lane closures between Jackson Ave and NY-100B,0.0,Construction,41.027531,-73.842102
98,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-287 Cross Westchester Expy S/B: Deceleration lane closed between Exit 4 and Exit 6,0.0,Construction,41.045124,-73.770058
99,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-1 Boston Post Rd: intermittent lane closures between Weed Ave and Brookside Dr,0.0,Construction,41.060909,-73.507149
100,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-287 N/B: Deceleration lane closed between I-87 and Exit 10,0.0,Construction,41.081024,-73.922585
101,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-287 N/B: Deceleration lane closed between I-87 and Exit 10,0.0,Construction,41.081024,-73.922585
102,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-1: intermittent lane closures between Strawberry Hill Ave and County St,0.0,Construction,41.124878,-73.395691
103,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-684 S/B: intermittent lane closures between Exit 7 and Exit 4,0.0,Construction,41.194447,-73.686211
104,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-684 S/B: exit ramp to NY-35 closed.,0.0,Construction,41.262798,-73.683502
105,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-684 S/B: exit ramp to NY-35 closed.,0.0,Construction,41.262798,-73.683502
106,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,"I-684 N/B: intermittent lane closures between Exit 4 and Exits 5,6",0.0,Construction,41.264046,-73.683937
107,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CT-740 Brushy Plain Rd: intermittent lane closures at Ivy St,0.0,Construction,41.293331,-72.819397
108,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CT-740 Brushy Plain Rd: intermittent lane closures at Totoket Rd,0.0,Construction,41.319191,-72.818802
109,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84: intermittent lane closures between Exit 30 and Exit 46,0.0,Construction,41.338436,-74.837151
110,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CR-11 Highland Ave: road closed between NY-211 State St and Main St,0.0,Construction,41.47345,-74.537979
111,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CT-71 Main St: intermittent lane closures between CT-71 and Bradley Ave,0.0,Construction,41.539612,-72.815109
112,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84 E/B: exit ramp to CT-8 S/B construction work.,0.0,Construction,41.55117,-73.05481
113,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,"I-84 E/B: intermittent lane closures at Exits 19,20",0.0,Construction,41.552525,-73.05336
114,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84: intermittent lane closures at I-84 Exit 29 / CT-10 Main St / Mulberry St,0.0,Construction,41.578953,-72.902061
115,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-95 N/B: lane closed on entry ramp at Exit 6A Hopkins Hill Rd,0.0,Construction,41.652225,-71.576385
116,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CT-109 Branch Rd: road closed between Pitch Rd and Moosehorn Rd,0.0,Construction,41.6693,-73.13414
117,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-9 S/B: exit ramp to Laurel St intermittent ramp closures.,0.0,Construction,41.701389,-73.936928
118,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-91 S/B: entry ramp from CT-15 S/B closed.,0.0,Construction,41.735958,-72.66497
119,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-91 N/B: exit ramp to CT-15 S/B closed.,0.0,Construction,41.736149,-72.663857
120,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Hillstown Rd: intermittent lane closures from Wetherell St to Bush Hill Rd,0.0,Construction,41.74276,-72.56855
121,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84: intermittent lane closures at Exit 44 Prospect Ave,0.0,Construction,41.749756,-72.716057
122,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84: intermittent lane closures at Exit 44 Prospect Ave,0.0,Construction,41.749756,-72.716057
123,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84: intermittent lane closures at I-84 Exit 44 / Caya Ave / Kane St,0.0,Construction,41.75,-72.7117
124,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-91 N/B: exit ramp to CT-15 closed.,0.0,Construction,41.750259,-72.657211
125,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Mill Ln Bridge : road closed between Parksville Rd and US-44,0.0,Construction,41.751789,-73.800941
126,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CT-177 Main St: intermittent lane closures between CT-4 and Railroad Ave,0.0,Construction,41.755039,-72.886803
127,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-202 Torrington Rd: single alternate line traffic between Lincoln Pl and Bertoli Dr,0.0,Construction,41.763924,-73.17807
128,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-6 E/B: exit ramp to Broadway E/B closed.,0.0,Construction,41.814671,-71.438858
129,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-6: traffic shift from US-6 / Harris Ave / Tobey St to US-6 / RI-101 Hartford Ave,0.0,Construction,41.816616,-71.447601
130,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-195 W/B: exit ramp to Gano St closed.,0.0,Construction,41.82037,-71.388802
131,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,RI-114 Exchange St: construction work from RI-123 to High St,0.0,Construction,41.87989,-71.383926
132,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,RI-114 Broad St: construction work near RI-122 Mendon Rd / RI-114 Broad St,0.0,Construction,41.91642,-71.40477
133,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-84 W/B: intermittent lane closures at Potter School Rd,0.0,Construction,41.938648,-72.229286
